Length of List, Number Of Sorts, Variance
3600,2300,5752512.19012882
3600,2350,5802351.69533346
3600,2400,4768432.079579424
3600,2450,4539989.025708975
3600,2500,5274640.7859306885
3800,50,39728942.3036351
3800,100,38603749.97832514
3800,150,15930287.630945858
3800,200,16138022.838923756
3800,250,11140605.643031737
3800,300,12400364.746135922
3800,350,19879449.652442288
3800,400,20526019.216156393
3800,450,15186793.864653341
3800,500,8545759.860762062
3800,550,10137949.894717332
3800,600,17677277.152380746
3800,650,8979755.749959005
3800,700,14267092.047304314
3800,750,14110500.63503127
3800,800,10911060.67944549
3800,850,12202825.884375226
3800,900,13468097.308995297
3800,950,10422856.747602211
3800,1000,11231868.368424745
3800,1050,8321030.677706136
3800,1100,9820172.062546158
3800,1150,14502051.953551823
3800,1200,9805514.606555026
3800,1250,9292663.92293814
3800,1300,15029805.395789055
3800,1350,11757581.31470767
3800,1400,8297671.281935114
3800,1450,8636077.646068672
3800,1500,11884243.553856462
3800,1550,10445329.891550085
3800,1600,9259745.346679507
3800,1650,9866166.907870285
3800,1700,8113508.74504493
3800,1750,9093822.067489402
3800,1800,4929195.289637697
3800,1850,6289797.03551361
3800,1900,9743149.381942006
3800,1950,9128442.173581274
3800,2000,9192686.868421204
3800,2050,9211791.767106898
3800,2100,9529584.573409969
3800,2150,7348701.652238721
3800,2200,7674053.311483448
3800,2250,4433050.564801638
3800,2300,6923601.914487433
3800,2350,7223052.349595588
3800,2400,6503864.554518181
3800,2450,4345667.290754852
3800,2500,6535970.27653991
4000,50,25232755.76501084
4000,100,42375190.745684706
4000,150,43887696.22246682
4000,200,15032782.15523064
4000,250,26341786.473224666
4000,300,22992482.322383434
4000,350,25595198.093666065
4000,400,3728581.7832048675
4000,450,19927195.658369005
4000,500,15283825.552578537
4000,550,16460369.14271003
4000,600,12148518.742582558
4000,650,17909500.803505115
4000,700,27550314.16073331
4000,750,18344034.703786403
4000,800,12261211.633378254
4000,850,10805145.279147724
4000,900,16450275.009025682
4000,950,7522061.571176758
4000,1000,12759108.852805112
4000,1050,10384288.407934856
4000,1100,10057377.108474134
4000,1150,11463811.828911927
4000,1200,12171051.908728758
4000,1250,13813623.354770469
4000,1300,8871651.08046161
4000,1350,11190170.185296243
4000,1400,13961505.897379067
4000,1450,4949136.07983444
4000,1500,8230096.399834406
4000,1550,7500735.43962517
4000,1600,13194422.814890092
4000,1650,8033988.231542518
4000,1700,7203899.081059542
4000,1750,7080355.60482336
4000,1800,9232759.93960084
4000,1850,7144975.881035104
4000,1900,8840134.480675973
4000,1950,7929809.267652818
4000,2000,8731438.770892173
4000,2050,5983268.85373224
4000,2100,4268757.613361882
4000,2150,6112732.2972264085
4000,2200,7881435.515756871
4000,2250,8152617.683958235
4000,2300,7554177.123402488
4000,2350,4972613.032044063
4000,2400,5699751.972033075
4000,2450,6438469.678504349
4000,2500,9518828.72544704
4200,50,60654254.22971164
4200,100,19356671.518230483
4200,150,3201642.3973934944
4200,200,12308649.310683921
4200,250,19937619.063364424
4200,300,17780671.694170754
4200,350,26374452.805875607
4200,400,17028947.45277649
4200,450,18201133.64701374
4200,500,23347031.314125404
4200,550,19516518.617259942
4200,600,11226169.716899615
4200,650,7001687.506272679
4200,700,14717118.948981747
4200,750,12382489.341978928
4200,800,10042210.295662094
4200,850,14698904.405541463
4200,900,11662622.742331276
4200,950,12997676.07728413
4200,1000,10992084.28146668
4200,1050,11351898.92332548
4200,1100,12508537.127286509
