Length of List, Number Of Sorts, Variance
2000,1850,0.00039915648704888756
2000,1900,0.00036246403868446335
2000,1950,0.0002001429081519073
2000,2000,0.00034491640361348575
2000,2050,0.00024444143264175356
2000,2100,0.00023420662343851486
2000,2150,0.00026716907700904133
2000,2200,0.0003444808509193109
2000,2250,0.0002601763993516023
2000,2300,0.0003911441158622004
2000,2350,0.0002906943264010733
2000,2400,0.0002758991058946101
2000,2450,0.00035514570859700243
2000,2500,0.00026678028441039605
2200,50,0.0003435939343247401
2200,100,0.0010220710621580934
2200,150,0.0010111595590226864
2200,200,0.0015071080739886172
2200,250,0.00037646475551724395
2200,300,0.00011355965715252006
2200,350,0.000378797912014435
2200,400,0.000608643165452435
2200,450,0.00025253824091507935
2200,500,0.0003460816676533227
2200,550,0.0005585064591863354
2200,600,0.000624143944830933
2200,650,0.0011019370090379322
2200,700,0.0006765188978332459
2200,750,0.00027564169675339237
2200,800,0.00023010515812874098
2200,850,0.00037655210517884854
2200,900,0.0005396361199720662
2200,950,0.0005012488125781117
2200,1000,0.0004934906901401308
2200,1050,0.0003927611510195238
2200,1100,0.0002995681596291759
2200,1150,0.00034415986890184237
2200,1200,0.0004226299911294969
2200,1250,0.0003648333704844939
2200,1300,0.00038963656083014687
2200,1350,0.000378728710536105
2200,1400,0.0003164679381116219
2200,1450,0.00027857462877248906
2200,1500,0.000531273454414881
2200,1550,0.00039131195446657406
2200,1600,0.000256140601464149
2200,1650,0.00036163211100926447
2200,1700,0.00035107550931990625
2200,1750,0.0003062703851310037
2200,1800,0.00031259467101601524
2200,1850,0.00030208494511536237
2200,1900,0.00031103240650526943
2200,1950,0.0004828431777831268
2200,2000,0.00028006454912519503
2200,2050,0.0003810638959394096
2200,2100,0.0003795412608678699
2200,2150,0.000368281948351333
2200,2200,0.00028684912810660545
2200,2250,0.00024872527693203724
2200,2300,0.00028664163023719346
2200,2350,0.00029170923398672384
2200,2400,0.0002641352796635945
2200,2450,0.00014198845956278993
2200,2500,0.0002989390235344049
2400,50,0.00036988747714188124
2400,100,0.0014054004165359052
2400,150,0.000615209752204788
2400,200,0.00017780732654577207
2400,250,0.0005839345939442107
2400,300,0.0007793853203556901
2400,350,0.0004189997212969561
2400,400,0.000771131965806622
2400,450,0.0008597920666063037
2400,500,0.00021162983783543044
2400,550,0.00033965128331110077
2400,600,0.0004511188659661006
2400,650,0.0005003063398656265
2400,700,0.00042148011965948
2400,750,0.00021634178424650587
2400,800,0.0006089412645249281
2400,850,0.0005713738257790273
2400,900,0.00036735687758097203
2400,950,0.0005074562897539361
2400,1000,0.000308090537193846
2400,1050,0.0002707387892832712
2400,1100,0.00063437644339053
2400,1150,0.00031520670618249557
2400,1200,0.0002870835222724798
2400,1250,0.000251509559975848
2400,1300,0.0002812099858403406
