Ranks
3973
4712
4774
4740
4748
4234
3949
4580
2746
3618
4443
3827
2387
3545
3523
3941
4528
3699
4675
3913
3644
3953
4116
4817
4209
4052
3248
4912
4910
3742
1361
4105
3814
996
3999
4103
4553
1602
4468
4623
4119
4212
4798
3829
4448
3937
4094
4451
2702
4446
4049
4457
3661
3645
4328
3233
3445
2148
3182
4829
4270
3982
4869
4155
4847
4718
2473
3105
4877
4980
4906
4569
4171
4126
3342
418
3145
4494
2921
4006
4657
4873
4508
4220
4196
4939
4976
4986
4837
1916
2553
2356
3196
4019
3770
4473
3861
2423
3511
3306
4485
3551
4025
4483
3077
3402
4472
2741
4277
3464
4509
3809
4984
4857
4067
1394
3317
4055
1745
3652
3673
2042
2012
3859
3553
4201
4933
4955
3466
3830
4982
4812
4390
3895
3012
3332
2656
4281
3564
2479
3065
2658
4282
4591
3487
4363
2509
4358
4966
4816
4757
199
3358
4089
4887
4978
4808
4886
4239
3822
639
3836
3961
3871
3987
4913
4644
4431
3610
3166
3671
2540
4577
4225
3309
4207
3470
4848
4989
4951
3771
3560
4614
2998
3406
4610
3307
2408
3160
4919
4216
4518
4619
1652
3601
4724
4088
4639
4673
4682
2343
4164
4267
4141
3734
3819
2238
4334
4280
3630
4555
4838
3054
4647
4048
4406
4641
4775
4534
747
4479
3639
4806
4624
4896
3391
2985
1478
3888
4676
3112
4464
1842
4524
4565
1926
3242
4578
3050
3660
2891
4009
4367
412
2875
4585
3479
4425
4574
3984
4341
4343
2890
3732
4135
1847
3850
3910
3885
4221
3442
4417
4719
4447
4362
4952
4836
4597
4616
3856
2171
4587
4408
4993
4411
4937
3783
3278
1486
3609
4635
1522
3992
4897
4742
3161
4535
4177
4142
4731
4608
4888
4433
3110
2511
4465
4510
1651
1989
4398
3397
4891
4109
4452
4681
4654
4581
4642
3766
4851
4990
4720
4941
3544
4515
4489
796
4707
4540
3386
4290
4999
4965
4736
3914
4186
4439
2022
4708
4249
589
240
4921
4765
4689
4513
4233
4386
4070
4822
4803
4739
4601
3685
4530
4683
4561
1166
4604
4266
4268
4711
4894
4599
4688
4997
4764
4714
4499
2506
4659
4703
4625
4621
4701
4600
4715
4823
4634
1031
396
4532
2311
4685
4613
4314
286
4583
4916
4595
4609
4733
2617
4756
4542
4728
4063
4108
3377
3607
2777
3668
2300
982
4744
119
3408
3964
4371
877
226
4770
4889
2293
4190
4178
4391
3164
372
143
1353
3765
3424
2870
2188
3179
3225
683
793
644
584
4743
1088
4403
814
3144
1406
715
2498
1133
292
2507
4672
2010
2358
764
1626
4438
3395
733
3032
2554
3919
519
769
4102
4144
4300
2067
4843
1056
3297
2
4295
1738
1441
3591
4001
2118
968
2114
3510
57
3884
3757
864
727
116
1002
335
316
1424
3322
3565
2619
3073
4342
3739
741
2916
1810
2644
3534
3058
1164
3892
2412
2773
4117
4399
1923
3292
4680
4301
4592
4637
3558
4332
4492
3114
