Ranks
3407
3440
312
4569
4147
4190
1276
1039
2890
1340
2806
3392
3851
4334
4183
1950
4386
4227
4079
3693
3766
4966
4901
2351
24
2108
3985
4063
2173
2773
4654
1541
2315
4587
3501
2986
3829
106
340
1222
538
3094
3088
3284
3888
1402
1828
23
4939
3030
2655
2337
4226
3870
1014
2159
1082
3238
4790
3595
1081
1339
2883
3114
4917
2342
2805
2172
2509
3818
2799
1449
3375
3933
4297
738
1111
3697
3181
3885
2499
2142
1126
1443
140
1609
4111
4431
4032
4261
3591
623
4295
1735
3641
4753
4546
1656
4676
392
1168
1526
3482
4319
4478
4927
4248
3817
554
4867
3201
968
4773
4095
3736
2092
3400
2630
2849
4448
1183
967
4794
3777
1380
4551
3214
3655
4821
4423
4685
2309
4099
3826
1695
4969
4581
3187
4883
4178
223
1584
2236
3493
2299
4071
3359
4864
4476
2062
4374
1282
2089
3986
2981
2837
3445
3218
4784
3355
3001
2891
4144
3433
2933
556
4388
3233
4970
1709
3502
4175
2058
3016
2784
837
509
3708
4310
1094
4214
2677
188
2129
3905
4360
1116
448
3849
1846
1307
1784
3369
1200
3100
4579
2364
3821
3805
2301
1561
4353
465
410
4738
4750
4892
3802
3949
516
4675
2774
1350
3354
1582
415
4039
197
3790
2792
506
4661
1943
790
4634
4660
25
436
781
4050
4636
2188
1384
4329
4786
4869
4849
4898
4771
3854
4723
4759
4812
3099
4103
4575
4113
4061
1980
1972
3423
4544
3910
4804
3965
4718
4457
4629
4880
4003
4888
3272
4440
3461
4754
2748
4772
2868
154
1117
3518
4731
2763
3056
4896
4881
4209
2171
4734
4450
4220
1490
619
3795
4566
4921
4873
4324
4141
1098
4469
3535
3345
4559
4430
638
3901
917
4259
4828
4354
4538
4843
3308
1841
737
4632
4611
4539
4752
3428
4204
4677
3412
901
4785
3457
4893
4918
4952
3399
3948
1751
4722
4363
2057
3619
4787
4968
4699
4668
3326
2158
3879
3500
4151
4991
390
4400
1746
3789
3183
4626
4650
3131
54
1160
4993
4973
4853
4348
4171
4275
4218
4619
4646
2782
4600
3967
4645
4076
915
806
4748
4309
4173
3639
4408
4693
4625
4029
3577
4236
4937
4468
4593
4876
3773
3746
4279
4459
4583
4796
4835
3861
4833
4614
4492
4542
4715
4126
4014
4982
4342
4906
4184
4109
4395
4673
4272
4390
1109
3672
4298
3396
4947
1261
3903
2196
1736
4047
2808
1270
3825
2546
3623
1352
1024
2851
3261
1155
1528
3679
896
1946
3859
4146
3174
3297
4375
4176
4910
4641
4347
4162
4191
3149
4960
3583
3600
3979
2334
658
4501
3642
3660
2828
4268
3939
3607
2074
3970
3994
4737
4453
4914
3663
3813
4004
3745
3585
474
3279
4831
1404
3447
2579
4104
3415
3897
2250
2647
3031
3132
963
4237
996
2313
4417
4929
4197
4550
3955
3050
3864
4743
4471
2590
3984
2481
3391
3206
2226
2542
4299
2870
4558
4100
4213
1984
