Time to sort list 5000 times
83168145
83552458
82911581
83516441
83832618
83141874
82055256
83140316
83516374
81429324
84933686
87308716
83017108
82610326
83066919
83421138
83406351
83173816
82471321
83483494
84858271
97693393
86718815
80132512
82571419
82049374
83977988
82834795
82165176
82657790
80882656
83477266
83813941
80596357
83649049
83783739
83222986
82800655
85031350
82972259
81687544
82853576
83835097
82559212
82556975
81777416
84752266
84060519
83072970
83462585
82781016
81607850
82434190
82898920
81543880
81186296
82781244
82470337
82457486
82893877
83519447
82066275
83991929
83288254
83132326
82609893
84081486
83601632
80668420
83255413
84175718
82552380
83337552
82725485
83917843
81269773
82490988
81495874
82416742
81926762
82913630
82587002
83000842
84880673
82677953
83005135
83290812
83145510
81642062
81232595
83414454
82381612
80467699
82425176
82034668
82993290
80949849
83272948
82108992
92323155
93857817
86435375
83192339
82339810
83537381
81627987
81353107
85076426
82203468
83383805
85278056
95149102
97005223
90556156
82259661
83882802
83161850
84193953
82000790
82620044
80820484
83397580
82162535
82992764
82468938
83623806
83115154
81807978
81806685
83139321
83146697
83722097
82948184
84072560
83836478
81786984
82720731
82956184
81730030
81715495
81878823
83370050
83043658
88152705
96553278
95552329
84867974
85428710
83792817
85424000
83370101
84848788
84209699
83639663
82395350
84816208
82266203
80137941
81960871
80108218
83452494
83654732
83436596
81666916
90954817
94524963
83142050
83607635
82790035
81909509
83102588
82909663
82803938
83526216
81801121
82382521
83276895
84003620
81320817
82083783
83180875
82182165
83106261
81557353
82714181
83425798
82534239
82837237
82454136
83416252
81320777
82561406
82892479
81411213
82195575
82632364
84266723
84203394
83299384
83521324
82996117
83475186
81571149
83431355
82397810
82761664
80860678
82532970
82502314
84807865
82703913
82799815
81560295
83452657
82385379
82813393
82978754
83338496
88359017
97334339
97797385
92753956
79930399
82675057
81930945
83808800
83886111
83704826
82926779
81682297
83287588
81921481
81570705
82172025
84579361
84817750
84556192
84822636
82414667
83462844
83273564
84023735
84195543
82980275
83682109
81562245
82094104
82534412
83189485
84463833
85762686
82631151
82918683
83007814
82979321
82820336
82947977
83553452
83564767
82528473
82297639
83195925
82202227
82908341
80863474
84244878
82123625
83018286
82620443
84050900
81453086
82523851
81780445
83308612
83008307
83952544
81616171
83689119
83245579
83155748
83231340
83613587
81362257
81359534
83669718
82862515
82140712
81668799
83090434
83880507
84033205
96660856
95142100
89940966
83055540
83287817
81767734
83566352
84558937
80547415
83503821
83858656
81719570
83906797
82299041
84168616
82462403
83103882
80988823
82425353
81895144
79749576
82228224
84774851
82859492
82996296
82730864
82077816
82285207
82704861
83049151
83533531
81780435
82393334
83052694
82835498
82337692
83040417
83051159
82159066
82907045
81824598
81673795
82942146
84131474
80862807
83496604
80582515
82378327
81243503
82906308
83506598
84051041
81255827
81828763
81438940
83042769
84528221
81529559
84580968
82019337
83268907
88109582
88425093
82531907
82998442
81750964
83037832
81011890
83165396
82372857
84042385
84136495
83454006
82443487
82273233
83429666
82677380
83089304
82576075
80657239
84259277
81541457
82539047
83346836
81248700
83501826
83690202
82977217
83553757
80664540
83823849
83675926
82096314
82672361
82045405
81605122
82337679
82683071
83721828
81663836
83264928
82526186
83111668
83754462
83899624
80702762
83220251
82237665
81933174
81972740
84365798
81066447
83144625
82989210
84183996
83053300
83698280
84522780
82756754
83667808
83824332
83706002
82678136
82576062
83193294
82806608
84131046
82751056
83861892
83480289
83492780
88590351
97876379
97619306
83419204
82505918
80886296
82486607
84070859
82245533
82851745
84697855
82535339
83340510
84556587
85557875
83124370
83151972
83698681
84227218
82012713
81701616
85515497
85502481
82862762
82113210
82334974
82815759
81649519
81149375
81503247
83265133
83344040
84298781
83576324
83311216
82870855
82154864
83897860
82839216
81863553
83134208
81917811
83176925
82155755
81498532
84203227
84590250
84111437
82948696
82919345
83076668
81065266
82056160
83347947
83611470
82767687
83298432
83848940
82152337
81669849
81182973
82582114
82877004
84657290
84806991
83632882
85511344
84685537
82361927
83790593
81724040
82841423
83341081
84089326
84032905
83053729
82786770
82103994
83083335
82193669
83186770
83056314
83670705
83114852
79794449
82309154
84019201
82427349
82555771
82133616
82955870
82757000
82551123
83435698
84437208
82750633
84405391
83928404
82883591
83079086
82238583
82581414
83409190
82516827
83133954
80652934
82955670
83104343
83625496
83279830
83211066
83134776
83727578
82005223
85131937
81720067
82574857
81453830
84254752
82692771
83771747
82937588
81825129
82450693
83286788
82808308
82355961
83045296
81870215
83435099
88607968
82430479
83292878
83281994
81661935
82271696
83304573
82855216
83090249
83335116
81630044
83369377
84591334
83569093
82946757
83201274
82970298
83462704
84492366
83848527
84098859
80745015
83859641
84095217
83856242
83649323
83298036
81733171
84194397
82492697
82416650
83318186
83838475
83152630
82919055
82993792
83279160
82440094
82372561
80112365
83989786
82710593
82695117
81077496
82150360
83274117
81907167
81105992
84140453
84317449
82160690
82103800
83708418
83089792
82688485
84176700
83095521
82056629
83517150
