Ranks
3574
3151
3830
2170
2647
1553
4182
1167
2600
723
4609
2871
1579
2391
4309
1217
482
3068
3778
3699
4616
4265
4679
2872
2149
2320
4663
4716
3571
1827
3975
3324
4195
3407
4527
2824
4060
740
4262
3351
1818
1712
3770
4893
3565
4149
4449
1489
2633
3616
3367
2418
3236
2887
4455
3449
2816
2239
4477
4442
2814
2554
4359
200
4601
785
4483
3353
3082
2653
4671
2115
1611
2615
4603
4096
4100
1410
4139
1761
3765
1922
4865
4192
4767
4503
4450
3864
3317
1821
3719
2010
2918
2662
3744
1908
3802
2650
4589
678
3569
3557
4530
1849
2285
974
4116
3413
3737
2300
3966
2898
2684
4058
4130
2688
610
4462
3533
4077
2277
4324
3185
2892
3304
3694
761
1816
201
4745
1384
972
1307
3599
825
2784
126
3622
913
2915
3728
3191
2441
1321
2541
2956
2786
4942
4954
4930
3228
1715
2077
2428
2334
1107
2177
3971
1826
845
3870
4557
3648
3352
1109
4575
376
1690
3625
4254
466
511
4624
3928
733
2437
1487
2293
538
2608
1185
1728
2119
2675
62
2525
3042
885
1398
2268
1992
240
508
4016
1739
3010
91
2734
398
774
1187
4052
3160
3375
2423
3985
3798
35
26
4031
1830
1365
1925
4348
2453
2408
2215
4223
695
509
914
3526
2314
3562
720
1582
906
1166
892
3444
3030
634
1572
3563
1319
1911
1851
4536
2741
2842
2936
4381
2327
835
1169
3083
1149
2775
2762
1844
1308
1994
842
2950
1382
676
3132
4129
3874
162
300
3564
1499
2489
3999
2166
1763
1320
3127
3933
4122
904
2746
3992
2655
2363
1972
4285
1047
1338
3645
3801
3972
4256
1381
4728
4759
1526
753
3859
1524
2311
4665
4826
4802
3206
2270
4080
2084
1769
3350
4550
4627
2719
3430
4135
2047
2452
1988
4460
3935
1470
4441
4701
847
4022
3664
4469
4423
3806
1144
4023
353
4903
3222
2490
97
452
292
3501
1261
794
744
4061
4698
4463
142
3509
554
2576
2291
2558
949
364
3814
4298
1113
1813
1517
3779
1804
4835
4834
4633
1069
3831
486
4843
4849
4853
4800
4448
2987
1658
950
4515
1356
4241
2530
4445
1861
2028
3633
4209
2308
1904
4049
3590
2596
2853
1215
4047
2582
4783
3334
3584
3749
2771
4280
4524
3168
1515
3363
2193
4214
3340
3872
2482
1105
4281
1731
3519
1497
264
1642
3508
2796
735
2331
4736
255
125
1173
3335
2051
226
1229
3515
576
1464
938
2468
1039
777
1809
3293
1829
147
1224
3868
1540
4625
4655
2619
381
315
437
2869
1316
325
3047
1513
4906
4131
3809
4710
4551
4177
4854
1652
2161
2934
4245
1836
589
1116
3640
115
666
838
3684
2565
2760
2259
4300
2253
1699
2261
3731
2345
918
1511
3241
88
4283
2645
793
1529
116
472
4078
4522
2214
525
3416
457
4926
4936
4927
243
1080
3229
4270
4804
4779
4481
4765
656
2692
2613
