Times
140645182
140079560
141434678
140088544
140091651
145527424
141394706
144260391
143591011
142546274
142227022
143636688
146802608
142151018
140543045
141108066
140267145
140520367
144171716
140906284
140815970
144190709
142203886
142686461
144271038
142338794
154078662
151592827
141670099
139871976
142029961
141050467
140595992
143153382
141315577
143583726
144607065
141935295
141247307
143573936
140317648
141754716
139990047
142883212
140890104
141878274
144029559
140798506
141034483
149056158
142279252
140346351
141330292
139906056
139843521
143139665
140870836
142048843
141463193
140138081
139845112
142501834
140224893
141156707
142668686
141497761
141753600
141656499
142561492
147155386
141075112
148240401
141036843
141426608
142309784
140964244
141523449
146099581
142777585
142345897
144165538
142777925
143069983
145622783
144275272
140894175
143397759
139834029
139936572
146737138
141200004
144169809
144374804
146443532
141416748
141115343
142433553
143174811
141153155
141655809
144604672
144124180
146165653
143857761
146291351
147830226
141896932
142967447
143040000
142194123
141693806
143899458
142916023
144006122
146190202
144212999
144545556
145756555
148019459
143588885
143347731
141688846
141718015
143777501
142815722
142775903
142268930
143212099
142967320
143275279
143504122
141743784
141442174
150260412
144720295
141895300
143910488
143053911
142457425
148657533
142508300
142340137
145277276
143503039
143507400
144573912
143727413
144199333
144541190
143571414
144400403
142294560
142921158
141611107
141993052
147222442
143142293
143053212
147028293
145398975
146213645
150547498
142501997
142576732
144565186
142578926
142621263
144145506
142649850
142933646
146030123
148795676
146246908
144049629
142399126
144214522
143286218
143338085
141796732
141631872
143123175
141777803
145567747
145900976
144108128
144809734
146042760
143073808
143242129
147347614
143357020
142882781
144523882
144499803
142692583
144698719
142960236
143122612
144769198
145035462
142628320
144766988
145107675
142820137
146796278
143214371
144650886
143716292
142533010
142918682
148699921
143085802
141824398
141564335
143879469
141917706
141721959
147425265
142950213
144129917
145791240
146645060
144005430
145426399
145500309
142331258
143262319
141629266
147932264
144103236
142693778
142702818
145911347
144057911
145562123
144621575
145812449
142962488
151607057
143375058
141507612
141707970
143117626
143578576
141885723
144159532
141849738
143330806
144773218
144364980
141687967
143154432
157092583
142602095
144119766
141793790
141730504
143143846
141619382
141676391
146813382
145714669
143252274
142769171
144171566
142729407
144721993
143289934
141515778
141926101
144548656
141831849
141406710
143823616
143349921
143187294
144878288
143020871
143168559
144706615
146564363
