Ranks
506
1779
933
3038
4718
1375
3346
3260
1776
2402
3966
3212
4230
2314
4881
1095
1772
2076
3741
2737
3114
1287
3633
4569
2335
1140
3433
3330
958
631
2654
713
275
4590
1568
3524
1355
187
2436
1523
67
2100
4609
2181
3218
2992
3614
1993
393
2117
3548
2687
4452
731
3604
3481
26
2252
2074
4305
2389
4582
3756
3595
3632
4271
2975
55
2034
3507
3636
4272
3428
3740
1573
3017
4951
1174
121
856
4626
2629
2517
4322
2483
3486
4075
2816
1502
2868
4840
978
739
2391
2854
3076
2843
2584
1890
3810
4915
170
3979
138
2375
134
2666
4432
149
4904
2576
4055
2160
3084
4089
3905
2048
2561
866
4386
2215
4168
3442
3887
2623
2207
3729
4098
4622
2764
3510
3967
1269
4053
4034
431
2430
3323
4500
727
347
1102
3809
4158
809
3503
2432
4843
2637
1398
3367
3082
2686
1074
4128
3275
3156
4586
2102
643
1469
3328
2660
1447
1437
4093
4290
4522
3069
4303
12
2342
2704
4012
3159
961
4842
3854
3238
2213
1986
2433
1194
1183
2792
4700
3002
2030
27
1235
1499
1561
1277
2994
2661
4395
3580
498
3044
4423
1630
4675
3129
1466
4414
3284
4278
664
2609
2071
1757
3097
2006
3807
4790
3005
3978
1825
2419
4139
248
1058
560
4637
4335
2280
4468
2313
104
518
3917
3474
1320
4641
3244
1611
1204
4248
3458
1262
4040
2543
4425
1291
2320
689
771
2356
3963
4030
3716
696
4800
2455
2916
2145
1496
3893
1929
377
4159
4692
4288
3268
2808
2693
3971
60
1439
4363
791
4466
1462
3890
2084
4196
2688
3375
4140
2331
463
4576
957
1845
3535
3209
3149
4418
99
435
4614
3302
499
3928
1282
4048
2967
4255
3028
2371
4552
1785
2895
3301
2848
271
1497
882
3663
4813
1278
367
1978
1961
2018
2756
2481
3844
3411
4938
4115
4150
2648
159
1419
1406
2153
4942
4259
79
43
392
1241
805
2275
462
2242
590
4771
2594
2488
853
514
837
1781
4198
2412
4882
4171
4009
920
1359
2702
3766
3293
3115
210
4653
4079
3342
1312
2484
740
1802
2919
2677
4556
1983
3790
4209
2978
2888
1401
582
2548
1706
4633
667
3213
233
2187
1624
2659
956
640
4410
694
1870
181
2448
562
4130
3738
3991
2948
4900
97
3545
151
1385
3914
1614
3119
2241
4833
2707
357
2496
246
3385
3068
2492
86
1864
4488
3491
4463
4100
3627
827
2832
2817
3124
4504
2812
2334
1599
3062
998
1438
2421
1351
2873
4667
1332
2751
2697
4214
2017
405
4383
566
281
4934
4067
3643
4018
3108
1136
1192
3110
3698
4644
1985
3710
2711
3924
1063
49
4615
1574
38
4501
2762
4239
1967
422
629
4202
3392
434
4599
2791
4233
247
1280
2717
4258
3596
3193
1664
4607
4047
1008
2713
1170
416
2803
4341
2011
4525
179
2942
1653
3985
3478
3773
2043
288
3048
