Times
40968484
40584987
40586663
41642005
40716154
40572928
40496435
41628310
40670707
40520910
40481967
41792695
40778068
40733097
40653803
41115033
40576075
40617486
40675595
41575063
40554972
40558399
40470618
41616102
40647684
40640082
40667544
42210665
41573786
41492076
41566025
41526337
40516350
40407516
40491484
41751985
41147107
40653939
40618321
41539437
40604794
40663452
40792232
41807185
40747779
40746712
40653604
42527977
40693763
40576530
40602467
41600034
40605198
40618000
40630701
41585071
40576819
40599808
40574988
41487367
40538616
40621266
40539694
41648469
40632780
40657547
40516012
41605495
40573469
40651043
40589650
41711122
40616245
40569887
40630269
41745839
40662542
40592652
40476089
41485940
40619135
40572808
40616706
41312274
40649892
40958773
40725997
41340285
40616298
40676536
40762411
45053338
40625615
40617952
41197357
40933145
40695536
40617681
41535298
40998096
40809640
40554031
41357226
40630657
40636417
40762653
41613746
40729041
40699558
40636116
41405880
40553991
40561048
40509010
41171214
40837644
40645950
40573942
41693971
40590557
40614878
40712518
41705534
41051557
40784694
40700616
41754953
40670320
40664414
40665797
41524647
40753673
40693193
40706758
41485848
40580132
40750984
40649261
41663174
40727792
40688545
40899601
41428303
40484919
40636735
40667068
41582540
40750162
40577543
40665383
41440803
40803609
40809336
40772625
41760019
40688185
40799560
40656448
41199482
40656902
40532450
40713252
41444554
40629988
40611120
40533957
41578201
40615726
40720945
40560548
41458987
40640011
40938600
40881100
41609639
40856767
40717869
40584072
41469216
40559252
40351321
40585309
41482019
40756690
40591080
40616924
41523863
40611272
40673255
40624639
41708482
40676057
40616732
40530390
41286961
40661763
40518625
40564952
41495764
40706956
40871111
40798604
41781342
40836731
40605585
40711825
42416603
41611120
40850348
40824975
45397515
40892108
41002637
40758710
41788498
40934206
40983104
40809920
42430000
40859163
40887435
41968145
41045116
40832704
40809010
41477492
42000589
41722176
41737020
41897577
40782410
40685694
40798259
41509881
40919429
40763187
40665556
41356445
40714176
40761046
40691181
41659633
40835819
40725395
40694081
41652041
40644999
40878925
40687662
41559966
40762410
40725388
40818362
41841531
40882738
40742473
40821431
41820066
40945377
41103375
40754676
41921766
40968831
40865123
40735856
41720029
40972338
40769211
40697700
41401457
40786405
40995638
40877123
41741797
41092944
40857439
40903640
41704563
40852315
40724780
40856737
41666469
40733750
40754407
40817551
41565186
40683234
40838792
40857372
41608230
40824339
40733111
40797595
41821508
40825912
40794032
40808206
41919894
40972400
40667235
41242650
42225735
41025817
41063360
40817324
42075937
41144629
41152153
41154296
41771198
41020576
40984430
40882191
41904104
40834138
40848253
40716210
41799558
40851169
40829699
40763884
41648180
40965997
40921022
40771287
41799393
40933344
40789779
40848911
41698708
40827916
40827573
40665927
41798778
41035208
41127833
40843928
41836077
40860635
40752349
40916155
41891997
40905293
40780857
41174641
41912206
41324484
41107829
41121146
42032856
40976309
40982066
40712109
41896256
40842844
40950860
40675099
41912591
41073153
40939160
40914364
42010495
41108279
41204573
41160084
41868663
40885148
40767870
40951911
41958748
40895660
40975351
41054712
42223968
41786737
41830653
41676198
42231514
40927984
40887840
41002224
42222435
40813658
41056313
40925382
41906238
41128357
41015351
40741024
42209474
41188021
41188374
41047718
41813372
41142371
41025995
40883577
41884932
40857856
40966587
42033676
41133505
41152838
41264065
42114625
40924207
40827403
41009604
41816579
40897640
40762076
40890964
41888117
41043825
40906757
40806717
47501856
40897852
40979066
41294497
41159985
42119964
41067776
40855459
40847179
40927281
41375980
40865055
40927718
40944512
41022234
41622037
40954710
40819002
41143954
42029392
41124926
41139712
41008343
41084243
42048663
40938048
40970593
40874332
41903806
41031664
41057113
40960800
41475035
41149273
41149349
40948664
41107039
41829224
40949803
40926729
40963030
41931459
41132882
41139675
41007160
42096613
40978341
40844711
40782714
41859641
40896924
41054080
40917551
49929307
41791140
41865541
42472413
42678866
41024772
40960556
40968128
42132229
40915139
41138779
40959792
41998182
41433714
41268500
41057230
42083629
41115317
41060555
41102949
42484916
41151195
41246229
41295197
42415994
41211575
41076919
40974717
41810661
40905633
40996413
40676955
41147307
40357371
40289032
40394175
41330470
40249463
40318599
40400199
41024225
40380096
40268276
40107070
41530203
40475068
40382923
41165126
40456877
40279361
40334958
41467862
40780471
41050874
40500499
45491654
40845959
41246321
40795169
42184806
40554667
40550316
40563958
41244101
40527749
40304263
40383259
41236540
40314785
40498893
40420530
41299838
40311570
40469667
40360911
41251701
40492359
40607557
40568475
41472984
40566256
40521562
40391067
41530906
40494615
40495173
40272269
41542411
40407129
40346435
40170360
41245134
40492028
40323377
40310766
41253612
40608990
40415745
40382241
41446317
40606056
40394989
40536567
41473967
40558294
40658145
40603373
41565580
40474866
40426415
40375595
41267726
40631231
40412448
40505741
41560631
40519806
40433412
40405215
41204493
40503773
40309958
40284567
40948773
40318621
40261337
40275991
41177029
40387121
40460500
40401354
42726319
41339974
41058578
41077969
42290152
41150314
41098627
41284736
42310001
41278603
41078221
41112247
42046686
42059272
41288867
41217236
42480873
41276990
41102743
41149557
42299227
41541523
41445913
41218630
42207628
41237441
41153860
41055086
42262157
41428435
41314307
41335551
42296066
41308120
41150651
41306439
42437102
41166465
41827121
41130817
42480435
41410655
41276635
41307352
42343535
41133839
41037890
41216519
42092516
41114957
41305879
41440685
42276250
41133182
41152996
41029088
41896976
41117000
41280050
41330243
42286666
41462449
41392517
41210217
42230567
41161703
41318070
41531667
42338076
41240836
41206571
41326677
42596171
41293093
41203508
41355201
42099084
41421478
41317618
41310002
42275283
41118139
41258594
41312859
42263868
41240304
41017168
41104347
42445078
41467708
41185309
41274177
42303672
41334949
41134217
41266666
42247671
41091622
41322765
40898134
41436167
41188685
41060276
41889667
41098092
41090434
41114033
41641612
41426355
41309090
42033171
42442247
41677080
41234304
42142800
42053516
40977325
41071629
41007237
41852226
41063239
41182290
41027563
42010776
40996376
40983141
41054712
41639663
40966659
41002046
41126772
41940923
41067475
41046430
40961282
41895781
41084402
41094504
41115341
41970440
41057127
41072892
41093588
41954576
41130426
40996391
41484920
41873572
41183381
41191237
41087703
41995597
41172554
41057593
41067731
41967671
41146690
41034658
41046106
41936047
40890000
40929355
41076165
41925399
41112980
41045370
41280990
41899647
41033304
41172716
41009631
41892938
41124976
41155987
40969622
41783205
41236619
41122188
41163549
42007934
41119721
41075399
41258111
41953567
40856729
41115700
41255090
42151410
41295714
41324551
41357825
41891986
41098809
41062408
41266698
42099985
41163976
41001573
41066481
41630079
41534097
41576468
40817788
41557602
40715500
40628647
40638427
41692012
40586268
40321295
40384986
41407764
40546741
40485638
40625628
41932558
40532121
40534688
40494117
41652032
40434672
40405551
40740048
44748060
40497186
40449761
40312683
