Ranks
4951
4959
3613
923
4129
3996
2026
1253
1504
4463
3002
2133
3979
3433
4166
1398
2258
4344
2219
3079
4472
4336
4273
3799
2577
3534
3969
3163
2229
4313
2591
2763
4634
4519
4558
3018
4324
4261
3115
1083
4465
4447
981
1916
3945
4706
3861
1671
1092
4451
3336
1842
1432
2731
1829
3269
3003
4492
4163
3997
4367
4234
2596
1784
2748
2882
1802
2287
2838
3915
3793
1618
4267
3630
2544
3628
4381
3490
1303
826
2976
3725
2619
1851
3549
3849
2867
2359
2653
4083
410
3860
3246
4394
3279
1890
2102
4241
403
351
2945
4676
2915
3758
160
4290
1022
116
2256
4573
4548
4586
2043
3152
1366
2558
2813
4363
2819
1331
2585
4735
1869
2742
1989
4333
1694
3317
727
4390
887
1155
2220
4223
2506
3442
2130
3040
2608
3597
4354
4121
3360
1803
2128
3653
4307
2761
882
3836
3387
1816
1646
4690
3105
3467
3280
1779
2162
1689
3385
4601
2625
4708
4318
3134
612
3509
1939
2802
1098
54
913
2568
2503
1192
553
4198
946
2875
655
2407
4806
2086
1447
3344
3158
4938
4973
4909
801
713
994
3346
1774
3149
265
2052
2397
4804
4613
3714
825
2710
1515
3735
2246
1952
502
3143
1740
1769
1327
4636
2664
3931
1344
4422
1385
2916
2289
4102
1942
3523
1471
3473
928
916
821
3374
847
620
63
4892
4944
4891
4842
3321
1949
743
1460
4532
2987
524
3278
4179
334
3338
559
4440
1173
2101
2903
4811
4838
4785
4759
4224
1396
173
3228
2943
3090
2091
4905
4131
3268
1540
1967
1116
185
1416
1933
1864
51
2975
2930
862
2170
613
4089
901
2329
1179
2712
216
235
3128
3923
4276
481
2166
4221
2001
2186
1278
3531
793
484
765
3838
462
4111
3096
2701
2075
4674
1474
3488
926
2892
1629
2956
2576
2032
3060
3978
514
4960
4988
4958
1739
2351
143
4288
122
1495
1783
3025
383
3309
2562
4693
714
3305
943
2140
2492
824
1930
4566
1341
1203
46
4485
117
1625
2884
2998
3510
2352
819
4689
189
1564
247
2592
3677
3954
1330
4340
989
3035
1530
2112
3397
478
2991
4238
208
1089
967
3932
1438
3219
2582
4531
2453
1044
3048
3335
2207
4174
2305
2733
1799
3075
3960
4369
670
1617
864
3429
357
4439
2487
4808
1320
3389
4594
4820
2025
1529
932
3140
1944
1969
58
3575
711
294
2015
4355
121
3123
347
4165
4043
3457
3795
4401
4082
2117
2296
4462
377
3056
852
4801
4580
4700
1782
4768
2424
1055
2093
4626
400
3491
1791
4101
2740
2077
4359
3867
2864
3935
4875
3019
225
2355
1795
4513
2236
3528
3215
1885
1524
2413
1267
4678
1754
3327
1522
3339
4834
2667
724
3989
4918
4989
4965
4927
1054
4358
2861
3413
2964
770
2266
2905
427
4668
4228
3813
618
404
671
2315
956
1859
1937
4064
2310
4411
3933
3384
873
1258
1300
