Ranks
2204
4234
3551
3509
3473
1223
4909
4960
4951
1341
4485
3704
3054
3497
4295
2864
3549
2682
4388
4743
4417
2697
3964
2492
4108
2499
4063
4596
3920
3341
4786
2928
4824
4098
3518
1283
4662
3036
3584
3937
4502
4163
3426
4080
4741
4689
4455
4243
4680
4236
3917
4355
4850
4205
2868
4825
4750
4895
4998
4971
4938
2600
2968
2199
3484
4853
3498
3143
3167
2363
3123
2873
4599
231
3808
3046
3626
4522
2349
3667
4463
2260
3828
1423
4879
3354
3878
3613
4066
2986
1240
3721
4554
3531
4332
2795
4444
4587
4148
4527
4815
897
1632
4847
4678
4177
2706
3160
3337
3573
2133
3707
3554
2411
4188
3918
4590
3423
4702
2527
4727
3849
4767
1933
4752
4580
2387
4380
4363
3764
3253
4415
4801
4403
3158
765
4860
4584
3736
4790
4880
3178
2842
3980
4887
1410
2212
3965
2866
4078
2801
3259
3126
3659
4703
2718
4096
4510
4027
3784
4769
4454
3909
3261
4218
2053
2611
699
4095
3931
2064
1763
4670
4518
2636
3547
4844
4783
4838
4505
4780
3896
4734
3562
2416
3743
4137
4337
373
66
4274
3305
4426
2176
3407
4422
3882
681
3569
380
3248
4104
3862
3904
4717
4318
4615
456
4618
4228
2375
3661
2912
2050
4174
2082
4802
3908
3761
2588
4024
2753
3847
4202
3758
3604
3222
1866
3434
2897
2140
4406
3988
2528
4050
4672
4371
819
3662
4123
4178
4334
3971
1549
4659
2106
1473
3524
3745
2937
2917
2390
4391
3940
4834
3619
4249
4325
3361
1818
4196
3096
4440
4037
4467
3899
2516
3599
2083
2350
3118
3499
4690
3116
2882
1788
3566
2104
2205
2178
2335
3101
3820
2374
2761
877
3512
2169
4497
4044
3170
4322
2087
1108
4012
4851
113
3289
968
1443
4209
3538
3941
3441
4529
4574
2456
4647
2161
3614
4115
4494
4358
2988
2518
4841
2835
1905
1201
4609
3155
3804
1455
1771
4631
2698
2922
3409
3317
4812
4508
480
4046
2432
4434
3716
2807
3508
2155
4709
3288
3850
2971
2154
3360
4329
2326
4848
2444
3212
1829
3794
4126
4297
3881
1644
426
4509
2765
3087
3480
3799
1952
2929
286
3362
2511
4637
1407
782
403
1578
4588
4401
478
4429
3401
4252
940
4079
1322
3612
4694
3239
773
4665
4594
4771
920
3709
4159
3249
4753
2278
3901
4360
3565
188
3220
4399
4142
4545
704
4754
4611
3818
2213
3121
2826
2146
2147
2974
3388
2115
3150
3992
1701
4203
424
4549
2560
2562
171
4768
3618
1610
2653
4482
4761
4794
2889
323
2010
3756
1173
1481
3478
1718
376
2210
95
2991
1319
4791
2071
4055
1135
4224
1572
3861
4498
4577
3642
1706
2022
2925
755
1490
2933
4180
3762
1518
1236
4639
3120
1010
3639
3919
2589
4521
577
2245
332
1191
751
2733
559
244
1812
2642
4595
4629
4679
4746
3914
1034
2583
4382
2694
1615
2341
3994
3505
2037
3438
4858
2790
2358
4219
4427
