Time to sort list 5000 times
325204226
325867417
326034462
326323784
326685451
327013549
327467623
327941411
328013753
328104165
328249494
328274782
328275236
328420773
328458951
328696901
328699953
328734489
328837893
328842332
328890630
328898957
328997645
329060703
329108054
329165139
329174485
329198980
329227920
329313391
329343067
329363397
329423049
329436915
329447201
329449570
329502120
329511036
329522916
329543011
329599601
329614626
329636050
329668997
329682655
329723421
329752449
329758616
329759106
329769828
329772143
329778562
329801089
329861324
329890606
329897244
329903976
329910599
329965248
329993732
330005874
330019309
330020203
330056502
330058493
330162120
330186283
330200310
330211713
330256607
330270479
330277514
330334770
330336826
330357239
330385846
330432810
330454152
330457857
330508717
330529168
330542655
330542999
330565387
330578132
330585729
330593366
330618693
330637935
330664257
330669368
330722728
330739050
330764215
330813850
330831345
330831831
330862223
330869327
330938189
330956932
330963273
330971521
330976261
331005548
331034287
331046640
331072201
331101521
331116512
331123782
331149075
331159251
331172671
331191589
331192713
331212791
331215423
331239142
331267731
331304577
331320168
331340590
331344577
331345282
331348018
331352315
331352596
331396875
331413287
331436464
331448482
331461352
331466720
331472203
331472489
331478192
331505688
331507408
331514846
331529940
331539431
331561055
331575909
331584768
331595342
331642724
331661620
331670924
331680160
331699617
331700256
331705439
331715075
331715420
331721788
331733789
331743784
331757033
331774857
331791780
331798351
331819290
331823204
331845913
331853584
331861069
331871099
331871368
331897469
331901291
331918705
331934298
331941757
331949387
331949475
331962217
331962569
331964618
331974710
331988967
332010040
332020259
332032627
332068154
332083733
332101122
332109167
332128389
332132372
332135183
332135491
332149089
332151563
332158045
332164966
332165710
332170567
332170661
332177498
332180480
332183534
332201402
332212505
332212556
332219078
332220115
332226309
332243804
332264235
332286885
332293759
332295056
332297795
332300041
332316689
332323038
332327821
332333603
332335043
332336028
332340593
332349500
332369678
332375657
332393557
332405145
332406666
332413085
332416413
332433379
332434077
332442743
332446013
332452044
332454529
332458164
332473024
332473112
332473165
332478541
332482589
332488204
332488508
332491865
332494876
332500101
332505299
332512292
332525057
332536660
332537208
332538749
332539320
332540862
332544906
332545526
332549961
332550635
332557120
332571314
332573411
332590168
332593409
332599032
332599956
332602141
332603686
332604910
332606246
332608894
332610261
332617614
332618470
332621587
332630567
332639393
332641465
332643897
332644446
332645542
332651600
332651858
332654946
332655712
332656194
332664937
332666297
332669408
332669654
332674808
332679444
332680941
332683268
332687167
332695810
332700933
332709206
332716601
332717002
332722835
332727488
332727888
332728269
332731468
332736302
332740409
332740581
332742349
332744750
332754962
332756107
332760932
332769144
332776974
332778059
332796456
332799751
332814265
332822147
332830864
332842661
332854809
332855648
332858914
332861936
332862078
332871341
332872043
332875100
332879824
332885030
332903125
332917661
332935601
332950027
332953325
332956239
332960277
332966536
332974966
332983343
333004482
333006491
333010164
333021406
333030630
333040137
333043103
333047611
333054348
333065263
333069987
333070524
333078325
333100125
333102866
333112737
333137372
333138584
333142409
333152546
333153540
333158565
333161902
333166196
333166831
333166840
333169456
333170058
333173586
333176044
333195921
333203077
333205885
333207332
333214292
333221779
333223400
333226849
333256066
333265447
333275671
333285200
333290676
333297207
333298443
333304656
333307794
333310490
333313885
333324913
333333525
333333602
333333955
333336257
333336624
333345695
333351814
333355954
333363544
333369561
333377791
333382704
333389436
333394524
333401232
333415404
333419314
333419442
333420325
333421906
333430039
333436061
333438985
333440868
333441264
333446460
333451834
333452282
333453081
333455796
333456397
333457729
333460057
333464734
333469183
333471892
333476082
333476403
333479060
333488375
333497444
333499143
333500807
333501479
333515638
333520961
333523693
333526778
333528732
333528947
333534301
333535969
333536566
333537821
333541107
333546448
333552227
333556560
333556730
333560517
333566473
333569857
333570981
333575823
333595618
333598469
333603337
333609242
333613618
333613794
333614134
333632101
333642680
333642852
333650566
333656485
333664755
333669344
333670979
333686474
333693805
333696033
333696401
333698544
333704094
333712408
333721873
333729547
333736782
333747662
